febrl1_id;febrl2_id
1981;4780
1981;16332
1984;66990
1985;58314
1985;128762
1986;48682
1987;31148
1988;20713
1988;56451
1990;43134
1993;56869
1993;119442
2005;50326
2005;124380
2008;116834
2012;106191
2012;113917
2015;86254
2017;90345
2029;28384
2029;63371
2030;42722
2030;100166
2031;68026
2031;88064
2032;84027
2035;104892
2035;110775
2036;6943
2036;28006
2040;47084
2040;112425
2044;43157
2046;31925
2046;57624
2048;80763
2048;105131
2049;91335
2050;8681
2050;75046
2051;47677
2051;104940
2053;9835
2054;82380
2054;111153
2062;37817
2062;63928
2065;77545
2065;91879
2068;33320
2069;96628
2069;127853
2070;19517
2070;29090
2075;27172
2075;33864
2077;83320
2077;107688
2078;103264
2079;72198
2079;126307
2086;14130
2088;117985
2091;17629
2091;110994
2092;36806
2092;48710
2094;4899
2094;31252
2100;37333
2101;60161
2101;118563
2105;99794
2105;99915
2109;96056
2112;109828
2114;6464
2115;108444
2118;18920
2118;117182
2119;37573
2120;97431
2122;5269
2122;60696
2123;58077
2128;70025
2130;59455
2130;107388
2131;4338
2131;42346
2136;127133
2137;45935
2137;101039
2138;86151
2138;122512
2140;64088
2140;108069
2141;29407
2141;125270
2143;22680
2147;54565
2147;124115
2148;29155
2148;87160
2151;119406
2153;18952
2153;68356
2158;101670
2158;107565
2160;126823
2165;4657
2166;27619
2166;113839
2167;102041
2171;39101
2176;47027
2176;101842
2177;9490
2178;21775
2184;16417
2184;92192
2186;95242
2186;117834
2187;51431
2187;102325
2193;76912
2195;33612
2196;14506
2196;116764
2202;43848
2203;42661
2203;72883
2206;78456
2211;64113
2211;129324
2214;87034
2214;110353
2217;54077
2217;87517
2225;44075
2225;94852
2227;7008
2228;78282
2228;103226
2229;114029
2229;127951
2231;56343
2231;79747
2233;56999
2236;63491
2237;102798
2243;95623
2244;58021
2245;50521
2245;58326
2246;26361
2247;61181
2247;120531
2252;20784
2259;44970
2259;50955
2262;35673
2262;104904
2264;5844
2265;84517
2267;24131
2268;105699
2270;28620
2271;23712
2271;85835
2277;11275
2277;79037
2283;106522
2288;22635
2288;69995
2289;8436
2289;98483
2295;46646
2295;62334
2296;125097
2297;116868
2298;43309
2298;100832
2301;44167
2301;121188
2302;46511
2303;80047
2306;36222
2307;57290
2307;85228
2310;17800
2316;14523
2316;54416
2323;115630
2326;55026
2330;33100
2331;14322
2331;68553
2333;117375
2333;126874
2335;33509
2335;128587
2337;83695
2338;11812
2338;29788
2340;61967
2340;64520
2341;52241
2348;25695
2352;18403
2352;37993
2354;49116
2356;81206
2356;95142
2357;36554
2359;10118
2359;33064
2360;5966
2360;126399
2367;62778
2367;106558
2368;47883
2368;94546
2371;32257
2373;11151
2375;68387
2375;125263
2376;11787
2381;87155
2381;109986
2382;17144
2386;16267
2387;6902
2388;28506
2388;92563
2389;2695
2389;17057
2396;43963
2397;128271
2398;12957
2398;45824
2399;123150
2400;99872
2400;112423
2401;103311
2403;99029
2405;65416
2407;28091
2409;10390
2409;36920
2413;26873
2413;62953
2414;109262
2414;129435
2415;25806
2415;94723
2420;4998
2420;5766
2422;39171
2422;101914
2429;13961
2430;30388
2430;39885
2431;89368
2431;97407
2434;68255
2435;43864
2435;75548
2438;70175
2439;27157
2439;101569
2440;49819
2440;98592
2441;24162
2441;103747
2442;62494
2442;77380
2447;92214
2448;24402
2452;87244
2453;75805
2453;111186
2454;58023
2456;2810
2458;110672
2459;10037
2465;42804
2465;76682
2466;76890
2466;116141
2468;31768
2469;21358
2469;42964
2471;17980
2472;98396
2472;106585
2476;129711
2478;98995
2478;121559
2481;75445
2487;97966
2488;4985
2488;103236
2489;67476
2489;72147
2492;59049
2497;9368
2499;108601
2499;112011
2501;109985
2502;59018
2504;120478
2506;43595
2506;93892
2511;60021
2514;19253
2514;87374
2515;90940
2515;92382
2516;109048
2522;49752
2523;74153
2523;84275
2525;21544
2525;126149
2526;66908
2527;60242
2527;109202
2529;34030
2529;53255
2530;55032
2532;106363
2533;11607
2535;16868
2535;49013
2537;50427
2540;80135
2540;97902
2541;94193
2541;111307
2542;34102
2542;92404
2545;39246
2545;96346
2547;50196
2547;69526
2549;78348
2550;40887
2550;84465
2551;61033
2552;63790
2553;67445
2555;81098
2555;113293
2562;23528
2562;51259
2563;129195
2565;9033
2565;95410
2566;66300
2567;36948
2567;108513
2570;65313
2570;95393
2576;123474
2576;125382
2577;49902
2577;98426
2578;83422
2578;108294
2579;4174
2580;47414
2584;22394
2584;75828
2587;61802
2588;15640
2588;127204
2589;47331
2591;16644
2591;59752
2606;45838
2609;78089
2609;108232
2610;49475
2613;39718
2613;40552
2615;65829
2616;103840
2616;119955
2617;8866
2617;63202
2623;72950
2623;117645
2624;106080
2624;107232
2628;16015
2628;92885
2629;36090
2629;68543
2630;88796
2633;42781
2633;126745
2635;21658
2635;41141
2639;16832
2639;56387
2643;71870
2643;125277
2646;9713
2646;60455
2648;34016
2649;115926
2656;4634
2656;84628
2657;9912
2658;5012
2658;30160
2663;18424
2663;127440
2665;53072
2665;76527
2666;82855
2666;101433
2667;69731
2667;112810
2671;41418
2673;41245
2673;79169
2679;110931
2682;17026
2682;106656
2684;56036
2689;68956
2689;94873
2691;10103
2691;54736
2692;46900
2693;34326
2693;106853
2695;17057
2697;51169
2697;121325
2700;103983
2700;109876
2702;102773
2708;94925
2710;66258
2711;80351
2711;106286
2713;30982
2713;101662
2716;106490
2716;121076
2724;113796
2728;32470
2728;102393
2729;87308
2730;100482
2732;118686
2734;20526
2734;45143
2739;119073
2739;120457
2740;14657
2740;50085
2745;122447
2748;59799
2748;107356
2749;52217
2749;94341
2750;64832
2750;93938
2751;23926
2751;37266
2752;4638
2752;40196
2754;89803
2754;110013
2756;32441
2756;122528
2764;5984
2767;123572
2771;82063
2771;127233
2773;35602
2775;67410
2775;73110
2776;125858
2776;126621
2777;87524
2777;129025
2779;35605
2779;125075
2784;98381
2784;125178
2787;75334
2787;87492
2788;14028
2788;52943
2789;101472
2791;35288
2791;65350
2794;104717
2796;121903
2797;40812
2797;47089
2798;35164
2798;86633
2799;35382
2799;55638
2803;11063
2803;70621
2804;93450
2805;31076
2805;125209
2806;106846
2816;83308
2820;50624
2820;84698
2821;77741
2821;105451
2826;46250
2837;56967
2839;36318
2839;79451
2844;48298
2844;76427
2847;99488
2854;27864
2854;108389
2859;35501
2860;71711
2860;77360
2863;23527
2867;84740
2869;123350
2874;5144
2875;18275
2875;79120
2879;6604
2879;31213
2880;63783
2880;100868
2881;92121
2881;110369
2883;61329
2883;104263
2887;58723
2887;122980
2889;62599
2889;106290
2890;16480
2890;106406
2891;31569
2893;28412
2893;97738
2894;64390
2894;127916
2901;17879
2901;105201
2902;43146
2902;59712
2903;114468
2904;17119
2904;62144
2905;71481
2912;114333
2912;117012
2913;40284
2913;65010
2914;116012
2915;18271
2916;102144
2916;102892
2922;89981
2922;129621
2924;52119
2924;104479
2925;9557
2925;101029
2938;33642
2938;91457
2939;50233
2941;85968
2952;88349
2952;125982
2956;60262
2958;4223
2958;36854
2961;24850
2961;84758
2963;26543
2963;120965
2964;63107
2964;126216
2969;108207
2969;110297
2971;42328
2971;112211
2972;10609
2972;58623
2974;54363
2975;37190
2976;124672
2977;111545
2978;16214
2978;61921
2982;76119
2982;124813
2984;85744
2993;98129
2994;78957
2998;111288
3000;129489
3006;36592
3007;42697
3008;53822
3008;120070
3009;50127
3009;118533
3014;21979
3014;91015
3018;48787
3018;109478
3024;58144
3025;28740
3025;65016
3026;3345
3026;56349
3028;85639
3028;88875
3030;56120
3031;118652
3032;25948
3032;46383
3033;116387
3035;41666
3040;104525
3041;68039
3041;117728
3044;45084
3044;69771
3048;22764
3048;38992
3056;103151
3057;68154
3057;111731
3065;77528
3065;91327
3068;85532
3070;66927
3071;59971
3071;61983
3072;112765
3072;127715
3075;70611
3075;96873
3084;8864
3086;5798
3086;13354
3087;5137
3088;37306
3088;52051
3093;8947
3093;23720
3095;97346
3097;18060
3097;70934
3101;76796
3103;13638
3103;90954
3109;31733
3109;120134
3115;57978
3115;103526
3116;28390
3116;42452
3120;39178
3120;77660
3122;5297
3123;5301
3127;38507
3128;23010
3129;10575
3129;115258
3130;66022
3130;129807
3131;102611
3132;86962
3133;18905
3133;119018
3135;55634
3136;42842
3136;100498
3139;56144
3139;98387
3140;16901
3140;26529
3141;36512
3141;96074
3143;14675
3143;111748
3144;19135
3146;66335
3146;96664
3148;46327
3148;65885
3149;36073
3151;16102
3151;60709
3153;18872
3153;36054
3156;24480
3156;92736
3159;3630
3159;32208
3161;101998
3161;102700
3168;65930
3169;20790
3169;72412
3176;77676
3181;28149
3181;31012
3182;54742
3182;98933
3183;92433
3184;58711
3184;119699
3186;75648
3189;41624
3189;65948
3190;115751
3193;5363
3193;98956
3197;47486
3197;120289
3198;87486
3198;95738
3202;8883
3202;112013
3203;7028
3207;72699
3209;39930
3209;124614
3211;76733
3212;4546
3218;113254
3220;24641
3220;112760
3223;19663
3223;95763
3226;88938
3227;51336
3230;11514
3230;61805
3236;50984
3236;76552
3238;12431
3238;86120
3239;23352
3239;36885
3240;101523
3244;83520
3244;89061
3247;72713
3253;5428
3253;81312
3257;108713
3258;6536
3258;79428
3259;54384
3259;62889
3261;44399
3266;107036
3266;118411
3267;34515
3269;34077
3269;51667
3272;4440
3274;69538
3275;51104
3275;52958
3278;26975
3279;29008
3281;67928
3287;58334
3287;59232
3289;110460
3290;78652
3291;48418
3291;73145
3292;28367
3296;11874
3304;15575
3304;121840
3305;108655
3305;128993
3306;19919
3309;26301
3309;117187
3310;56948
3310;118296
3312;32197
3313;56198
3314;21283
3315;15533
3319;15002
3320;107027
3320;108844
3322;77959
3322;115573
3323;15285
3323;58358
3328;47355
3330;50577
3330;100297
3331;75964
3332;52388
3332;111422
3335;88023
3335;91716
3343;52579
3344;10150
3344;113488
3345;56349
3346;127725
3347;17621
3347;99838
3355;29890
3355;43670
3357;53061
3357;53782
3358;49008
3358;118097
3366;111149
3368;44131
3369;82182
3369;110141
3371;94540
3371;112901
3374;49384
3374;72794
3375;35913
3375;126632
3377;10413
3380;118364
3382;6298
3382;48752
3386;44156
3386;87809
3388;59906
3390;127035
3391;25223
3391;77387
3393;33350
3393;105125
3395;97242
3401;57912
3401;94328
3402;104301
3402;116011
3403;112223
3404;92848
3404;108925
3407;3985
3407;5587
3408;58294
3408;81834
3410;62452
3411;112193
3411;123524
3412;40656
3412;70654
3415;60517
3415;87016
3416;56479
3420;48892
3424;69222
3425;5199
3434;4791
3434;95175
3445;25358
3445;29389
3446;71403
3446;79322
3448;101827
3449;11679
3449;36694
3452;25613
3452;98477
3456;55688
3459;105958
3463;89054
3463;107534
3464;73758
3464;82530
3466;43165
3466;92685
3467;84343
3467;98800
3468;86509
3468;121362
3470;65260
3470;75661
3471;78609
3474;54086
3474;111462
3475;35580
3485;76397
3486;93908
3491;25608
3491;41519
3493;71239
3493;113774
3499;126394
3504;45798
3505;57017
3513;125830
3522;32098
3522;90347
3524;91249
3526;65375
3526;77976
3529;46035
3529;67869
3530;109433
3532;6157
3532;81828
3536;51572
3536;115238
3540;56404
3540;105651
3542;38134
3545;49278
3545;119429
3553;16712
3553;124063
3559;62216
3559;83052
3563;100786
3564;54758
3564;102004
3566;88541
3566;97988
3567;39988
3567;79614
3568;21990
3568;79054
3569;56753
3574;46499
3574;118463
3575;14050
3579;73072
3579;115270
3582;4628
3582;105243
3594;16079
3594;121966
3599;10215
3599;98640
3603;64225
3607;52680
3609;69569
3615;37408
3615;42694
3617;113167
3618;34079
3618;92367
3620;18501
3620;117037
3624;10331
3627;5951
3627;94319
3628;36230
3629;17177
3629;102824
3630;32208
3634;44342
3634;124552
3636;83272
3640;42094
3656;69966
3656;92499
3658;15650
3658;103411
3660;38108
3662;52293
3662;128932
3663;51635
3666;35118
3666;106146
3667;111258
3668;11574
3668;80444
3670;111220
3672;6835
3672;34063
3674;98881
3676;117842
3684;89150
3686;115861
3688;23902
3692;108197
3697;15886
3697;43017
3702;84098
3703;120705
3704;9842
3711;72043
3711;75249
3713;105442
3718;7155
3718;40184
3722;21067
3724;30208
3726;58025
3729;67220
3729;86552
3732;118031
3736;11650
3736;29703
3737;61289
3737;77040
3739;28877
3739;86215
3740;88142
3741;7666
3741;121043
3742;36675
3744;77072
3744;127775
3748;75111
3754;24399
3754;57508
3755;19087
3761;13335
3761;21935
3763;8849
3763;54097
3766;66870
3766;74244
3767;25362
3767;108856
3770;78565
3770;97318
3774;7153
3774;57732
3777;65905
3777;79490
3778;30029
3786;42801
3787;26157
3788;80603
3790;50193
3790;90049
3795;11623
3797;37051
3798;70225
3798;77105
3801;25992
3801;86175
3803;50629
3803;70247
3805;82037
3805;117074
3807;55080
3809;95121
3809;129336
3810;75127
3810;97793
3811;36494
3813;7123
3816;10683
3816;110737
3819;47613
3819;65080
3821;7271
3821;32190
3830;33236
3830;59907
3833;127138
3835;3840
3835;47788
3837;65307
3838;5059
3838;72408
3839;63445
3840;47788
3846;39301
3847;100593
3857;100254
3859;101068
3860;119014
3862;56229
3864;41990
3864;48848
3870;57632
3873;32923
3874;82447
3876;69640
3876;129894
3880;120714
3882;123013
3882;129503
3885;66838
3885;123774
3888;23102
3889;28328
3889;30524
3891;41030
3891;50227
3894;67106
3894;129392
3903;20098
3903;106157
3905;71419
3905;114644
3908;85422
3913;95357
3914;48131
3914;126421
3919;57346
3919;111489
3924;75262
3924;97736
3925;111124
3925;126979
3929;43689
3929;115105
3937;32879
3938;38793
3939;89484
3939;114019
3942;86001
3942;107645
3945;95454
3949;95987
3953;59727
3953;93321
3959;127140
3961;64302
3961;64360
3962;21654
3962;115220
3965;17273
3969;69666
3969;120890
3975;45849
3975;68437
3981;82347
3983;4055
3985;5587
3988;58984
3990;4587
3990;102667
3991;121532
3992;12332
3992;101767
3995;7267
4000;115103
4000;124500
4001;65977
4001;108597
4002;29384
4006;67239
4006;103222
4007;59769
4007;103004
4015;90758
4015;97943
4016;77054
4018;97014
4020;35015
4020;123320
4021;63170
4023;114485
4023;115107
4024;94438
4024;104322
4027;63456
4028;71915
4036;74665
4036;103083
4038;77732
4039;36164
4039;61725
4041;48876
4041;109826
4043;94265
4044;66271
4044;121994
4047;19016
4047;82302
4051;75405
4054;9060
4056;57735
4056;92371
4057;69977
4057;110900
4062;77600
4063;124462
4064;11292
4064;78352
4066;106748
4066;127354
4069;23866
4069;77004
4070;54254
4072;7417
4072;7888
4078;54658
4080;28920
4083;4580
4085;10409
4085;69869
4086;52369
4086;127999
4087;6223
4087;14437
4089;85031
4090;44465
